DEPARTMENT_NAME,TITLE,REGULAR,OTHER,OVERTIME,INJURED,DETAIL,QUINN_EDUCATION_INCENTIVE,TOTAL_GROSS
BPS Facility Management,Sen Cust C,"67,372.72",250,"6,522.66",,,,"74,145.38"
BPS Human Resource Team,Coord-Manager B,"70,924.79","3,213.39",,,,,"74,138.18"
Boston Police Department,Criminalist I,"60,194.51",,"13,918.55",,,,"74,113.06"
Inspectional Services Dept,Envrnmntl Health Inspector I,"70,361.95","3,738.00",,,,,"74,099.95"
Boston Public Library,Nutritional Literacy Coord,"73,636.24",,462.76,,,,"74,099.00"
Boston Fire Department,Fire Alarm Operator,"69,547.54",550,"3,978.41",,,,"74,075.95"
BPS Timilty Middle,Teacher,"73,146.40",918,,,,,"74,064.40"
Boston Fire Department,Prin Accountant,"72,949.93","1,111.15",,,,,"74,061.08"
Public Facilities Department,Project Manager (PFD),"74,046.65",,,,,,"74,046.65"
ASD Human Resources,Retiree Benefits Rep (HBI),"72,121.20","1,881.86",,,,,"74,003.06"
Dpt of Innovation & Technology,Management Analyst (Asd/Admin),"73,991.43",,,,,,"73,991.43"
Inspectional Services Dept,Housing Inspector,"63,422.38","3,754.00","6,812.93",,,,"73,989.31"
BPS Otis Elementary,Teacher,"73,983.26",,,,,,"73,983.26"
Boston Fire Department,Fire Fighter,"73,432.68",550,,,,,"73,982.68"
BPS Special Education,Asst Director (Basas 11B),"57,386.42",,,,,,"73,977.13"
Boston Public Library,ILL & Research Svcs Librarian,"72,433.03","1,542.94",,,,,"73,975.97"
Traffic Division,Sr Parking Meter Supervisor I,"73,718.61",250,,,,,"73,968.61"
BPS Lee Elementary,Family Liaison BTU,"73,967.92",,,,,,"73,967.92"
BPS Timilty Middle,Coord-Manager (B),"73,967.92",,,,,,"73,967.92"
Jackson/Mann K-8,Teacher,"73,963.80",,,,,,"73,963.80"
Neighborhood Services,Coord,"72,737.25","1,219.56",,,,,"73,956.81"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","56,649.76",250,"17,051.98",,,,"73,951.74"
BPS Human Resource Team,Coord-Manager B,"73,949.68",,,,,,"73,949.68"
Food & Nutrition Svc,Asst Director (D) (non ac),"11,955.98","61,993.05",,,,,"73,949.03"
Umana Middle,Manager (D) (non-ac),"71,950.44","1,997.00",,,,,"73,947.44"
Tobin K-8,Specialist (BTU),"73,322.15",600,,,,,"73,922.15"
Public Works Department,Sr Highway Maint CrftsprsPwd##,"50,818.98",480,"22,619.89",,,,"73,918.87"
BPS Facility Management,Jr Custodian,"68,053.44",250,"5,608.16",,,,"73,911.60"
Office of Economic Development,Neigh Business Manager,"72,270.88","1,636.63",,,,,"73,907.51"
Boston Police Department,Police Dispatcher,"64,090.61",,"9,809.37",,,,"73,899.98"
BPS Facility Management,Sen Cust C,"70,364.00",250,"3,256.87",,,,"73,870.87"
Law Department,Asst Corp Counsel I (Law),"73,063.14",802.12,,,,,"73,865.26"
Election Division,Admin  Asst,"58,272.36",275,"15,307.00",,,,"73,854.36"
Boston Police Department,Prin Accountant,"70,812.70","1,581.86","1,456.89",,,,"73,851.45"
Early Learning Services,Coord-Manager B,"73,850.92",,,,,,"73,850.92"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"72,243.15","1,600.00",,,,,"73,843.15"
Green Academy,Teacher,"71,088.66","2,750.00",,,,,"73,838.66"
Quincy Upper School,Teacher,"72,237.68","1,600.00",,,,,"73,837.68"
Law Department,Asst Corp Counsel II (LAW),"73,833.55",,,,,,"73,833.55"
BPS Counseling Service,School Psychologist(1),"73,226.40",600,,,,,"73,826.40"
Green Academy,Teacher,"71,088.66","2,732.00",,,,,"73,820.66"
Traffic Division,Sr Parking Meter Supervisor I,"72,238.60","1,571.83",,,,,"73,810.43"
BPS Facility Management,Sen Cust C,"68,008.48",250,"5,522.34",,,,"73,780.82"
Public Works Department,Highway Maint Frprs (Pwd)##,"60,495.96",480,"12,800.91",,,,"73,776.87"
Frederick Pilot Middle,Family Liaison BTU,"73,766.22",,,,,,"73,766.22"
Boston Fire Department,Sr Admin Asst,"72,863.52",,872.36,,,,"73,735.88"
Boston Police Department,Police Dispatcher,"63,945.69",250,"9,520.57",,,,"73,716.26"
Lyon Pilot High 9-12,Specialist (BTU),"70,180.56","3,500.00",,,,,"73,680.56"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"70,080.98","3,597.00",,,,,"73,677.98"
Boston Police Department,Data Anlys & Sys App Tech,"62,021.52",550,"11,104.17",,,,"73,675.69"
BPS Trotter Elementary,Teacher,"69,668.11","4,000.00",,,,,"73,668.11"
Property Management,Special Assistant,"66,427.77","1,275.08","5,956.43",,,,"73,659.28"
BPS Boston Arts Academy,Teacher,"71,347.38","2,310.90",,,,,"73,658.28"
BPS Labor Relations,Paralegal Assistant(C),"73,654.35",,,,,,"73,654.35"
BPS Facility Management,Sen Cust C,"34,637.93",,"1,781.64","37,234.04",,,"73,653.61"
Edison K-8,Teacher,"70,092.78",200,,"3,360.00",,,"73,652.78"
BPS Otis Elementary,Cluster Substitute,"73,400.40",250,,,,,"73,650.40"
BPS Special Education,One to One Para,"73,046.34",600,,,,,"73,646.34"
Public Works Department,Head Storekeeper,"59,942.90",300,"13,403.24",,,,"73,646.14"
Public Works Department,Highway Maint Frprs (Pwd)##,"60,745.22",460,"12,434.34",,,,"73,639.56"
BPS Latin Academy,Teacher,"73,638.88",,,,,,"73,638.88"
Age Strong,Outreach&EngagemntSpc(Elderly),"72,887.82",250,497.4,,,,"73,635.22"
Frederick Pilot Middle,Teacher,"72,420.87","1,200.00",,,,,"73,620.87"
BPS New Mission Pilot,Head Staff Assistant 28,"68,934.32","4,668.48",,,,,"73,602.80"
Office of Equity,Sr Research Analyst (BRJP),"72,226.48","1,374.20",,,,,"73,600.68"
BPS Orchard Gardens K-8 Pilot,Teacher,"73,598.84",,,,,,"73,598.84"
Inspectional Services Dept,Housing Inspector,"48,322.18","2,122.00","4,196.67","18,957.95",,,"73,598.80"
Parks Department,Exec Sec  (P&R Comm Office),"73,399.48",181.48,,,,,"73,580.96"
ASD Intergvernmtl Relations,City Council Liaison,"72,584.00",985.09,,,,,"73,569.09"
Boston Police Department,Police Sergeant/Bomb Squad,"10,545.00","52,486.89","3,565.06",,"4,452.00","2,497.50","73,546.45"
BPS Facility Management,Sen Cust C,"64,452.44",250,"8,831.94",,,,"73,534.38"
Boston Fire Department,Fire Fighter,"8,086.99","64,646.95",785.71,,,,"73,519.65"
BPS Facility Management,Sen Cust D,"64,687.44",250,"8,572.00",,,,"73,509.44"
Traffic Division,Vehicle Impound Specialist ##,"52,021.84",250,"21,235.74",,,,"73,507.58"
BPS Facility Management,Sen Cust C/Nights,"69,460.78",250,"3,794.56",,,,"73,505.34"
Neighborhood Services,Staff Asst III,"72,152.04","1,352.53",,,,,"73,504.57"
Boston Cntr - Youth & Families,Program Supervisor,"70,442.43",275,"2,782.47",,,,"73,499.90"
Enrollment Services,Employment Agreement,"59,625.96","13,873.59",,,,,"73,499.55"
Boston Police Department,Police Officer,,"45,006.54",,"23,852.52",,"4,636.19","73,495.25"
UP Academy Dorchester,Teacher,"73,493.60",,,,,,"73,493.60"
Umana Middle,Teacher,"72,242.20","1,250.00",,,,,"73,492.20"
"Greenwood, S K-8",Teacher,"68,150.22","5,332.00",,,,,"73,482.22"
Boston Public Library,Literacy Specialist II (BPL),"73,472.19",,,,,,"73,472.19"
BPS Trotter Elementary,Teacher,"73,470.04",,,,,,"73,470.04"
BPS Facility Management,Jr Custodian,"60,044.70",250,"13,173.25",,,,"73,467.95"
Boston Police Department,Admin Asst,"71,993.47","1,336.87",120.33,,,,"73,450.67"
UP Academy Holland,Teacher,"69,292.00","2,860.00","1,276.87",,,,"73,428.87"
UP Academy Holland,Teacher,"71,903.85","1,500.00",,,,,"73,403.85"
Property Management,Security Offc (Prot Ser),"41,274.82",700,"30,893.08",,528,,"73,395.90"
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"60,535.35","7,027.56","5,822.11",,,,"73,385.02"
Boston Police Department,Communic. EquipOp II 9II(SS),"56,702.34",250,"16,429.98",,,,"73,382.32"
Auditing Department,Admin Asst,"72,593.28",785.76,,,,,"73,379.04"
BPS Hennigan Elementary,Teacher,"64,345.14","9,029.94",,,,,"73,375.08"
BPS Special Education,Technician B,"73,350.82",,,,,,"73,350.82"
Boston Public Library,Generalist I,"70,740.44","2,588.31",,,,,"73,328.75"
UP Academy Holland,Teacher,"65,827.00","7,500.00",,,,,"73,327.00"
Boston Public Library,Reference Librarian I,"72,432.98",857.18,,,,,"73,290.16"
Parks Department,Sr Research Analyst (Parks&Rec,"70,969.20",250,"2,067.06",,,,"73,286.26"
UP Academy Dorchester,Teacher,"73,285.51",,,,,,"73,285.51"
UP Academy Dorchester,Teacher,"73,285.51",,,,,,"73,285.51"
"UP ""Unlocking Potential"" Acad",Teacher,"73,285.17",,,,,,"73,285.17"
Dudley St. Neighborhood School,Teacher,"70,033.68","3,250.00",,,,,"73,283.68"
Traffic Division,Vehicle Impound Specialist ##,"52,034.41",250,"20,976.49",,,,"73,260.90"
East Boston EEC,Teacher,"70,408.84","2,850.00",,,,,"73,258.84"
BPS Boston Latin,Teacher,"73,258.56",,,,,,"73,258.56"
King K-8,Teacher,"70,425.90","2,832.38",,,,,"73,258.28"
Parks Department,Exec Asst (Parks & Rec),"68,034.19",500,"4,721.72",,,,"73,255.91"
BPS Boston Arts Academy,Teacher,"72,237.68","1,017.40",,,,,"73,255.08"
BPS Charlestown High,Coord-Manager (B),"70,782.92","2,450.00",,,,,"73,232.92"
BPS Facility Management,Jr Custodian,"59,170.07",250,"13,812.50",,,,"73,232.57"
"UP ""Unlocking Potential"" Acad",Coordinator (C),"72,630.75",600,,,,,"73,230.75"
BPS Facility Management,Sen Cust C,"68,560.03",250,"4,401.86",,,,"73,211.89"
Neighborhood Development,Program Asst,"71,287.82","1,920.92",,,,,"73,208.74"
Inspectional Services Dept,Sr Legal Asst (Isd),"72,949.92",250,,,,,"73,199.92"
Office of Equity,Admin Asst (M/Wbe),"72,931.29",250,,,,,"73,181.29"
Veterans' Services,Burial Agent,"69,894.57","3,282.74",,,,,"73,177.31"
Mattahunt Elementary School,Teacher,"72,666.02",500,,,,,"73,166.02"
BPS Facility Management,Sen Cust C,"70,435.96",250,"2,454.55",,,,"73,140.51"
BPS Counseling & Intervtn Ct,Specialist (BTU) non ac,"8,975.00","64,162.50",,,,,"73,137.50"
BPS Brighton High,Teacher,"73,134.79",,,,,,"73,134.79"
BPS East Boston High,Nurse,"72,523.24",600,,,,,"73,123.24"
BPS Taylor Elementary,Teacher,"72,242.20",869.59,,,,,"73,111.79"
BPS Special Education,Teacher,"72,611.72",500,,,,,"73,111.72"
Traffic Division,Vehicle Impound Specialist ##,"51,722.20",250,"21,136.87",,,,"73,109.07"
Hernandez K-8,Community Field Coordinator,"69,189.62","3,912.83",,,,,"73,102.45"
BPS School Safety Service,Prin Clerk Typist 27,"71,388.70","1,456.38",245.95,,,,"73,091.03"
Public Works Department,Highway Maint Frprs (Pwd)##,"62,603.67",450,"10,031.82",,,,"73,085.49"
BPS Charlestown High,Coord-Manager (B),"71,071.40","2,000.13",,,,,"73,071.53"
Property Management,Security Offc (Prot Ser),"35,279.64",700,"7,309.80","29,285.44",495,,"73,069.88"
BPS East Boston High,Teacher,"72,060.62","1,000.00",,,,,"73,060.62"
Boston Public Library,Spec Library Asst V,"72,128.05",925.96,,,,,"73,054.01"
Boston Public Library,Young Adults Librarian I,"73,033.02",,,,,,"73,033.02"
UP Academy Holland,Teacher,"65,513.19","7,500.00",,,,,"73,013.19"
BPS Special Education,Technician B,"73,012.94",,,,,,"73,012.94"
BPS Welcome Services,Student Registration Spec (B),"73,012.94",,,,,,"73,012.94"
Fam & Student Engagemt,Technician B,"73,012.94",,,,,,"73,012.94"
Fam & Student Engagemt,Technician B,"73,012.94",,,,,,"73,012.94"
BPS Mendell Elementary,Teacher,"72,205.14",800,,,,,"73,005.14"
Young Achievers K-8,Social Worker/Coordinator,"73,000.22",,,,,,"73,000.22"
Neighborhood Development,Financial Analyst,"71,287.82","1,695.92",,,,,"72,983.74"
BPS Facility Management,Sen Cust C/Nights,"69,092.72",250,"3,628.93",,,,"72,971.65"
King K-8,Teacher,"72,242.20",700,,,,,"72,942.20"
BPS O'Bryant School,Student Dev Counselor (1),"72,927.07",,,,,,"72,927.07"
BPS Boston Latin,Teacher,"71,908.48","1,000.00",,,,,"72,908.48"
Treasury-Collecting Division,Sr Programmer,"70,676.35",943.66,"1,281.49",,,,"72,901.50"
BPS Adult Education,Adult Ed-Tchr/Asst,"68,288.06","4,604.86",,,,,"72,892.92"
BPS Mason Elementary,Teacher,"72,888.59",,,,,,"72,888.59"
BPS Facility Management,Sen Cust C/Nights,"60,437.54",250,"12,185.44",,,,"72,872.98"
BPS School Safety Service,Officer-Bps Police,"61,312.41",600,"10,955.11",,,,"72,867.52"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","52,931.92",250,"19,656.04",,,,"72,837.96"
Info & Instr Technology,Sen Computer Repair Technician,"72,836.30",,,,,,"72,836.30"
BPS Boston Comm Leadership Ac,Teacher,"72,188.29",646.75,,,,,"72,835.04"
Boston Public Library,Generalist I,"72,433.00",300,59.7,,,,"72,792.70"
Boston Police Department,Police Dispatcher,"61,001.78",250,"11,538.83",,,,"72,790.61"
Office of Economic Development,Program Asst,"71,287.83","1,496.74",,,,,"72,784.57"
Health & Human Servs,SpecAssttoChiefofHumanServices,"72,307.67",471.43,,,,,"72,779.10"
Public Works Department,Highway Maint Frprs (Pwd)##,"60,742.60","1,593.07","10,436.64",,,,"72,772.31"
Boston Public Library,Children's Librarian I,"72,433.04",275,44.78,,,,"72,752.82"
Public Works Department,Jr Civil Eng,"61,931.86","1,139.12","9,658.81",,,,"72,729.79"
Teaching & Learning,Instructional Coach,"72,722.03",,,,,,"72,722.03"
BPS Boston Arts Academy,Teacher,"70,282.40","2,433.06",,,,,"72,715.46"
BPS Facility Management,Sen Cust C,"65,195.50",250,"7,236.64",,,,"72,682.14"
BPS Orchard Gardens K-8 Pilot,Family Liaison BTU,"68,681.02","4,000.00",,,,,"72,681.02"
BPS Perkins Elementary,Teacher,"71,666.92","1,000.00",,,,,"72,666.92"
BPS Special Education,Manager NonAcad C,"71,572.27","1,068.00",,,,,"72,640.27"
Neighborhood Development,Program Asst,"71,287.83","1,346.74",,,,,"72,634.57"
BPS Business Service,Dupl Dist Supervisor 29,"72,274.34",,353.18,,,,"72,627.52"
"Kennedy, EM Health Academy",Community Field Coordinator,"72,127.50",500,,,,,"72,627.50"
BPS Latin Academy,Teacher,"71,876.92",750,,,,,"72,626.92"
BPS Irving Middle,School Disciplinary Officer,"72,597.42",,,,,,"72,597.42"
Public Works Department,Highway Maint Frprs (Pwd)##,"58,025.22",887.87,"13,679.74",,,,"72,592.83"
Perry K-8,Nurse,"72,589.13",,,,,,"72,589.13"
Law Department,Admin Asst,"70,676.36","1,909.16",,,,,"72,585.52"
Public Works Department,Sanitation Insp##,"59,523.49",270,"12,739.48",,,,"72,532.97"
UP Academy Dorchester,Teacher,"72,532.10",,,,,,"72,532.10"
BPS Welcome Services,Student Registration Spec (B),"72,525.96",,,,,,"72,525.96"
Parks Department,Maint Mech Frprs (Painter)##,"70,924.37","1,598.93",,,,,"72,523.30"
Hurley K-8,Teacher,"72,242.20",275,,,,,"72,517.20"
Traffic Division,Sr Parking Meter Supervisor I,"72,238.62",250,,,,,"72,488.62"
BPS Holmes Elementary,Teacher,"72,488.32",,,,,,"72,488.32"
Eliot K-8,Teacher,"71,815.86",650,,,,,"72,465.86"
"UP ""Unlocking Potential"" Acad",Teacher,"69,464.90","3,000.00",,,,,"72,464.90"
Parks Department,Dir Human Resources (Parks),"42,443.18","30,014.22",,,,,"72,457.40"
Lyon Pilot High 9-12,Teacher,"71,672.57",782,,,,,"72,454.57"
Public Works Department,Highway Maint Frprs (Pwd)##,"60,576.94",400,"11,477.33",,,,"72,454.27"
Higginson/Lewis K-8,Teacher,"72,242.20",206.96,,,,,"72,449.16"
Info & Instr Technology,Sen Computer Repair Technician,"72,427.94",,,,,,"72,427.94"
Emergency Management,Project Dir,"70,721.55","1,217.27",463.72,,,,"72,402.54"
BPS Guild Elementary,Family Liaison BTU,"70,414.71","1,987.50",,,,,"72,402.21"
BPS Perkins Elementary,Teacher,"71,591.96",800,,,,,"72,391.96"
BPS Boston Comm Leadership Ac,Guidance Counselor(1),"7,174.37","65,215.89",,,,,"72,390.26"
Procurement,Admin Asst,"70,676.39","1,709.16",,,,,"72,385.55"
Boston Public Library,Children's Librarian I,"70,740.42","1,635.39",,,,,"72,375.81"
BPS McKinley Middle,Community Field Coordinator,"72,374.41",,,,,,"72,374.41"
BPS Special Education,Speech & Language Pathologist,"69,354.13","3,017.40",,,,,"72,371.53"
BPS Latin Academy,Community Field Coordinator,"71,568.08",800,,,,,"72,368.08"
BPS Facility Management,Jr Custodian,"54,623.78",250,"17,487.04",,,,"72,360.82"
Procurement,Admin Asst,"70,676.38","1,684.16",,,,,"72,360.54"
BPS Clap Elementary,Nurse,"72,242.20",103.48,,,,,"72,345.68"
BPS Facility Management,Sen Cust C/Nights,"63,282.66",250,"8,799.32",,,,"72,331.98"
BPS Special Education,Speech & Language Pathologist,"71,478.84",850,,,,,"72,328.84"
BPS Special Education,Program Director (Basas 9A),"61,478.74",,,,,,"72,324.90"
Curley K-8,Teacher,"72,290.71",,,,,,"72,290.71"
Assessing Department,Admin Asst,"70,676.39","1,609.16",,,,,"72,285.55"
Boston Police Department,Exec Sec (B.P.D.),"70,676.36","1,609.16",,,,,"72,285.52"
Boston Police Department,Collection Agent(Bpd),"70,676.35","1,609.16",,,,,"72,285.51"
Boston Police Department,Exec Sec (B.P.D.),"70,676.35","1,609.16",,,,,"72,285.51"
Boston Police Department,Admin Asst,"70,676.34","1,609.16",,,,,"72,285.50"
Hurley K-8,Staff Asst (B),"72,277.42",,,,,,"72,277.42"
BPS Burke High,Security Para,"67,869.20","4,400.00",,,,,"72,269.20"
Inspectional Services Dept,Health Inspector##,"67,057.16","3,898.00","1,303.42",,,,"72,258.58"
BPS Boston Comm Leadership Ac,Social Worker/Coordinator,"72,254.12",,,,,,"72,254.12"
BPS Otis Elementary,Community Field Coordinator,"69,075.35","3,170.00",,,,,"72,245.35"
BPS Mendell Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Condon Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Chittick Elementary,Nurse,"72,242.20",,,,,,"72,242.20"
BPS Adams Elementary,Nurse,"72,242.20",,,,,,"72,242.20"
BPS Lee Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
Kilmer K-8,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Chittick Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Manning Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Condon Elementary,Teacher,"72,242.20",,,,,,"72,242.20"
BPS Boston Comm Leadership Ac,Community Field Coordinator,"62,101.23","10,139.20",,,,,"72,240.43"
Boston Public Library,Reference Librarian I,"71,934.37",300,,,,,"72,234.37"
BPS Facility Management,Sen Cust C/Nights,"71,982.54",250,,,,,"72,232.54"
Public Works Department,Hvy Mtr Equi Repairpr Class II,"68,903.65","1,892.14","1,436.62",,,,"72,232.41"
Office of Economic Development,Program Asst,"70,622.90","1,607.35",,,,,"72,230.25"
Umana Middle,Teacher,"71,730.00",500,,,,,"72,230.00"
Public Works Department,Hvy Mtr Equi Repairpr Class II,"68,725.73",680,"2,814.47",,,,"72,220.20"
BPS Boston Arts Academy,Specialist (BTU),"72,218.34",,,,,,"72,218.34"
Assessing Department,"121A Manager, BOR","72,198.16",,,,,,"72,198.16"
Boston Police Department,Police Sergeant (Det),"25,090.55","39,066.69","7,823.80",,212,,"72,193.04"
Henderson Elementary,Cafeteria Manager14,"59,749.89",242.4,"12,196.02",,,,"72,188.31"
Parks Department,HvyMtrEquipReprprs(HMER/Parks),"54,343.06",650,"17,185.40",,,,"72,178.46"
BPS Ohrenberger Elementary,Community Field Coordinator,"70,314.28","1,857.50",,,,,"72,171.78"
Boston Police Department,Communic. EquipOp II 9II(SS),"56,933.33",250,"14,981.03",,,,"72,164.36"
Dudley St. Neighborhood School,Teacher,"67,606.94","4,550.00",,,,,"72,156.94"
Gardner Pilot  Academy,Teacher,"72,145.80",,,,,,"72,145.80"
"Kennedy, EM Health Academy",Community Field Coordinator,"68,896.45","3,247.04",,,,,"72,143.49"
Henderson Elementary,Teacher,"71,876.92",250,,,,,"72,126.92"
Mayor's Office,Special Assistant,"72,115.39",,,,,,"72,115.39"
Traffic Division,Asst Supv-Parking Enforcement,"60,920.34",250,"10,945.02",,,,"72,115.36"
BPS Facility Management,Sen Cust C/Nights,"61,922.19",250,"9,924.68",,,,"72,096.87"
Boston Police Department,"CommunEquipOp III, R-13 (CT)","59,174.01",250,"12,662.26",,,,"72,086.27"
BPS Timilty Middle,Teacher,"72,073.82",,,,,,"72,073.82"
BPS Special Education,Occupational Therapist,"72,067.79",,,,,,"72,067.79"
Boston Public Library,Reader & Info Librarian I,"70,740.47","1,321.52",,,,,"72,061.99"
BPS Facility Management,Jr Custodian,"54,889.93",250,"16,917.91",,,,"72,057.84"
Transportation-Parking Clerk,Chief Claims Investigator,"70,144.45","1,898.93",,,,,"72,043.38"
Transportation-Parking Clerk,Chief Claims Investigator,"70,144.41","1,898.93",,,,,"72,043.34"
BPS Boston Comm Leadership Ac,Teacher,"64,153.06","7,890.00",,,,,"72,043.06"
King K-8,Manager (C),"71,407.17",600,,,,,"72,007.17"
BPS Quincy Elementary,Teacher,"71,177.90",822,,,,,"71,999.90"
Boston Police Department,Tape Librarian(Oper/Bpd),"71,456.33",175,353.37,,,,"71,984.70"
Mission Hill K-8,Teacher,"71,982.52",,,,,,"71,982.52"
Mayor's Office,Special Assistant,"71,977.34",,,,,,"71,977.34"
