ratings,dates,review_text
3,2020-01-29,I've always been a big fan of Yankee Candles and I was surprised that when I opened the delivery box the lip around the candle was broken. If I tape it just right I'll still be able to use it. But I was disappointed hence the three star rating and one star because you can't give a broken gift to anyone. Had it not been broken it would be a 5-star rating becauseThese candles are amazing. They last a really long time typically and I don't know how long it's going to last if it's broken I don't know if some of it will leak out or whatever. These candles are typically excellent
5,2018-04-30,"Amazing, cozy scent. Perfect for fall and winter. One of the stronger Yankee candles."
1,2017-06-07,The aroma is pretty poor.....  Are they getting cheap with the strength of the candles?
5,2019-06-01,One of my favorite candles.
5,2013-10-21,"I love my pumpkin pie candles in the fall.  Once I light it, you can smell the scent all through the house.  Its not too strong, just right.  Almost as if you were baking a pumpkin pie."
5,2020-01-08,"The candle comes in a great protective box, ready to wrap for a gift.  I absolutely love the smell and couldn't find it any longer in the stores.  I was delighted to find it here.  I bought 2."
5,2022-05-05,Sweet scent but not overwhelming
5,2021-03-05,I love Yankee Candles and I LOVE the way my house smells with ‘Home Sweet Home’!
5,2019-03-16,Not scent. Not to strong. Burns evenly.
5,2020-03-13,Bought this and another one as a house warming gift. You can’t go wrong with Yankee candles!
5,2021-12-05,"This  product smells amazing, a very warm smell and it isn't very strong but the smell lingers"
5,2019-08-28,Candle fan
1,2017-03-17,Smells very strongly of buttercream frosting... Almost to the point where it's sickening.
5,2015-03-16,Yankee candles are my favorite candles.  there are so many fragrances to chose from.  this reminds me of coconut pie which is my favorite pie.
5,2019-06-10,Gave out for Mothers Day they were a great splash.
3,2019-10-25,The candle scent and quality is fine.  The issue is that it was loose in a box that was barely taped shut and as a result the glass was shattered on one side.The product needs better packaging.
4,2021-06-30,"If you don't like strong smells, then you'l like it, and it did help my bonus room not smell like animals.  The smell itself is good, but it's not very strong.  The Chocolate Layer Cake candle is WAY better!"
4,2022-06-23,It’s a good throw but I feel like out of all the other ingredients it advertises cinnamon…that is what you recieve.
5,2018-11-28,I absolutely love Yankee candle.  This scent is heavenly.
1,2019-06-25,I was not able to use the candle because the glass jar was broken. Had to throw  it away.
1,2021-09-17,"I’ve always been a Yankee candle fan, until recently. The quality isnt what it used to be. I received a candle today and was shocked when I took the top off of the candle. It had mold on the top. At first I thought it was just air bubbles, but after getting a magnifying glass out and looking at it, it is definitely mold. I called customer service and they said I may have to return it for my refund. Which means I have to take it across town to the UPS store to return it. I was sold faulty merchandise and it should not be my responsibility to take care of a bad product.Beside the mold issues, which is enough, it barely had a scent. It may smell stronger once it is burning, but there’s no way I’m burning this candle."
5,2019-05-07,It’s a candle. It smells great.
3,2016-04-15,Looks like a melted thin mint cookie and smells great - but Yankee candles have become so disappointing. There's almost no scent when burning.
5,2018-12-27,My house smells SO good when I burn this candle. Love the aroma.
5,2018-12-13,"Homemade baked cookies in the oven, mmmmm."
5,2017-12-21,Got as Christmas gift and daughter loves smell.
4,2020-09-25,The candle smells great but it arrived with the jar in pieces. Customer service was excellent about the whole thing. I think these need to be package more carefully. There shouldve been bubble wrap inside but there was just a cardboard holder that was also broken.
3,2018-10-16,"Smells like men’s cologne, I don’t like it at all. Since there is no free return I will be give it away."
5,2018-06-13,Smells so good!!! It really does. It filled my entire home
2,2022-03-05,"I buy yankee candles all the time, normally having no issues with them. They typically smell great and fill up the room with a nice fragrance. This last candle however had virtually no scent at all. Decided to check the reviews and seen that im not the only one having this problem. If yankee cant deliver a consistent product on amazon, i wont be purchasing from them anymore. Not worth the risk, I'll try my luck elsewhere."
3,2021-10-19,"This is the first Yankee Candle that I didn't care for . The scent was not as I expected at all. The scent was more like a rancid and old smell . Was not giftable at all , the top of the wax was bubbly and discolored."
5,2019-12-14,Love the scent
4,2020-12-12,"I got this to add some Christmas cheer to my apartment. I love that the candle can burn all day without issue. The scent isn't as strong as I had hoped, but luckily it is more powerful than the Christmas cookie candle I also ordered."
5,2019-01-12,I bought this for a friend because she can't find in store. She loves the smell.
1,2020-10-10,The candle arrived in perfect condition and on time. I burned it for several hours for a few days and the fragrance was simply awful.
4,2018-08-31,"Love, love, love the scent of this candle and look forward to many hours of burning it.  I was, however, disappointed that when it arrived, the glass was cracked just under the lid.  I didn't find any loose shards of glass in the packing material, so it makes me wonder if it wasn't shipped to me in this condition.  The damage won't impact how the wax burns, though, so I decided not to return it and will keep it."
5,2014-01-01,"Love the smell of  Yankee Pumpkin Pie Candle during the fall season. This purchase arrived in a timely manner, item was well packaged, and condition as listed. Good purchase."
2,2022-07-28,Poorly scented
3,2019-05-04,"Item came brokenGlass wAs broken, I also have a photo of the item."
5,2021-12-06,The best scent they have!
5,2013-03-13,"For Valentine's Day I decided to pick something from my son's Wish List that he didn't get for Christmas.  This candle is one of my favorites, too, and it made a great gift!"
1,2020-05-30,Smells like nothing. Sooo disappointed!
5,2019-01-10,This candle is great for cold wintery nights!
5,2021-02-11,I’m really pleased with the smell and how well protect it was when I received it. The scent is not to strong and very pleasant for relaxation.
2,2020-10-25,"This candle was either fake or old. I've had new Yankees in Spiced Pumpkin before, and the smell is amazing. This one? Nothing. I let it burn for an hour and could not smell it. I left the room for a while and came back - still nothing. There is no point to an $18 spiced pumpkin candle if it does not smell and smell strongly. Returned."
