Rating,Date,Review
4,2013-05-05,"I rely on user reviews when ordering an new product, so I thought I would throw my opinion into the mix.  When I opened the candle, there was a very strong sweet smell.  Burning, however, the strong scent is muted and very pleasant.  I agree with another reviewer:  this candle definitely reminds me of jolly rancher candy.  This is going to be a ""fun"" scent!In addition, Amazon's packaging of this item was excellent -- there was no way this candle was going to get broken in transit!"
2,2021-06-13,I love the smell of roses but this candle was disappointing.  Not only did it not provide a beautiful rose aroma but the wick ended up not burning as long as it should have.
5,2015-06-05,This candle is strong but it smells dightful.
3,2022-06-26,GIFT
5,2019-03-17,I bought this over and over again because it's simply the best
5,2019-02-12,"I simply love the smell, so calming, use in my home!"
3,2015-02-08,Love my Yankee candle.
4,2016-03-30,Bought this for my girlfriend and she love it! Fast delivery also!
3,2019-07-17,"I love Yankee candles but this scent is a little too sweet for my taste—similar to the smell off cotton candy. I still burn it regularly as it smells better than my dog, but I’d take the clean linen Yankee candle over this scent any day!"
4,2015-08-05,"Then go for the ""Fresh Cut Roses"". We've had them all and that one smells best. This is nice and if it's color you're after it'll do fine. But fresh cut roses (pink) smells better and stronger"
2,2019-05-16,I used to be a HUGE yankee candle fan! Maybe this one wasnt made up of the same chemicals/wax ingredients but even my boyfriend asked me send this back. We were looking for something to replace our constant flow of Bath and Body Works candles but we wont buy this again. Barely any scent - if at all - and still just as pricey as BB&W. Not worth it honestly.
5,2019-03-08,It’s great! Got it for my girlfriend and she was sooo happy.
2,2021-09-04,"We love the Yankee candles and their strong scent. The company no longer offers our favorite scent Beach Walk, so I thought I would try Amazon. The candle looks like the ones from Yankee Candle. But, when it is lit even for long periods there is really no scent. I am disappointed and will not buy it again"
2,2018-09-20,"I bought two Yankee candles, Lilac Blossoms and Midnight Jasmine.  Both smell lovely but glass jar on the Jasmine arrived broken so I am only giving this one two stars. I was able to glue the pieces back on so at least it wasn't wasted. The Lilacs smell just like the flower but the Jasmine smells more like patchouli to me, still a lovely smell."
2,2021-01-08,Not a fan of the lilac scent nor the 2 wick tumbler candle. The scent was nothing like a lilac nor other Yankee Candle’s I have bought. The 2 wick tumbler seemed to burn very fast. I’ll stick with the jars.
2,2020-06-23,The item they sent me was already used. Wick was already burned andwax showed signs of having already been melted. Scent is very strong. Was going to be a gift but not going to give anybody something that's obviously already been used!
4,2021-08-21,I can’t really smell the candle once it was burning and it burns out really quick.
5,2019-02-03,Amazing!
3,2020-09-21,"I loveee these candles, the scent is very nice but when lit it does not smell like my other candles do. It does last a long time however."
4,2015-09-07,"This candle is very nice for summertime, the scent is not too strong or cloying and yet a nice throw of scent.  I'll be moving through the house, and catch the scent, like a cool breeze.  Does remind me of the beach."
4,2013-06-23,"This is my first Yankee Candle so I wasn't sure what to expect. The fragrance is rather sweet compared to the 3 doz roses I have in my yard. The candle is long lasting, so that's a plus. I will probably try another scent if I order another sometime."
2,2021-08-26,I had to send it back to strong
4,2022-05-22,The Size but I wish it was more Fragrant I like Yankee Candles Stores Privately OwnedBut I would Buy it again
5,2015-02-27,Birthday gift and they really like it
3,2022-08-11,"I didn’t care for this candle, it gives very little smells"
3,2021-03-07,"I was under the impression that Yankee Candle was the best.  I have to say the aroma is better when the candle is unlit.  It smells ""bitter""when burning.  I absolutely love the smell of lilacs, but this candle was a disappointment."
2,2022-05-24,It does NOT smell like lilacs. The smell is overpowering. Wasted my money.
2,2022-02-25,I was surprised how little to no scent for a Yankee candle.  They have such a good reputation for being a great scented candle.  Very disappointed
3,2020-02-13,I absolutely love “pink sands” scent and how well yankee works. The only reason why I didn’t put 5 stars is because even if I order “pink sands” they always send me a different scent.
2,2020-04-14,This was disappointing. I bought the same candle and a different retailer and fell in love with the smell. This one I ordered didn't provide any smell. Very disappointing.
3,2022-04-25,Smoked too much.
3,2022-05-18,Compared to previous yankee candles I have had.
5,2016-04-12,Great purchase!
5,2014-07-08,This has to be the greatest candle ever created. The smell is incredible and smells like real roses. Even my boyfriend likes it!
5,2018-11-12,Perfect scent
3,2020-07-22,"I love these candles unfortunately I was shipped two broken candles. The first was broken and amazon sent me another at no cost so I was stoked! Okay I’m gonna get another candle that isn’t broken at no cost. Okay what could go wrong? Well it came in today and it’s broken even more so than the first one. I’m just gonna go to a store and buy these from now on. This is ridiculous. Great candles I love them, just bad shipping and handling."
5,2016-03-31,I like it. It filled the room with the fragrance in an hour.
4,2016-06-09,"I love Yankee Candles. They do their job,  which is releasing a wonderful aroma through your home. No headache, I have burn candles that would bring on a migraine. Mine came wrapped so that the glass around the candle couldn't break. Pick up your favorite scent today. Update: August 9th, 2016 I purchased this the third candle and this one isn't lilac blossom. They must have put the wrong label on this lilac colored candle. It has a sweet smell but it isn't what I wanted. Oh well I already started burning it. I still love Yankee candles. I'm just not crazy about the scent I received."
3,2014-11-08,"It would be preferred if Amazon would be more forthcoming about ""Used"" items being broken. The candle was wrapped so well it took me easily 30 minutes to undo the bubble wrap.  Yes, there was a piece (rather large) missing which meant the cover would not stay on.  Shipping further damaged it as two more pieces of the jar came off with the wrapping. It is not burnable as the breakage exposes at least two inches of the wax.  I will keep it for the fragrance alone. A valuable lesson for me to learn that ""Used"" - even though re-wrapped - is a risk!"
4,2021-12-29,I got my order today and one of the candles had gotten hot at somettime and was melted. It cannot be used. I would like it to be replaced.
3,2021-07-07,"Usually yankee candles are good for fragrance.  Not so much, this one."
1,2021-07-11,I usually love Yankee Candle but this one almost $30 it smells like nothing which is very unusual because they're known for a very nice smelling candle but I had already lit it and let it burn so couldn't return highly dissatisfied more sad than anyting cuz I love this scent not this particular Jar..but had been a Fan for years..that's what I get 4 not smelling it 1st. Like I usually do at Y.C. store in my Mall ):
